Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Career
22,Male,BCA,Civil,6.42,0,2,2,7,79,5,1,2,Full Stack Developer
19,Female,B.Tech,ECE,7.13,1,4,7,5,57,6,2,0,Backend Developer
20,Female,MCA,Civil,6.29,0,2,2,7,48,5,1,1,Full Stack Developer
24,Male,BCA,IT,7.29,0,3,4,6,74,5,1,0,Software Engineer
18,Female,B.Tech,CSE,7.58,0,4,6,6,76,4,2,0,Software Engineer
19,Male,BCA,ME,8.99,1,4,4,4,76,5,1,0,Full Stack Developer
22,Male,B.Sc,CSE,8.31,1,5,7,4,79,5,2,0,Software Engineer
24,Male,MCA,ECE,7.51,0,4,6,7,71,6,2,1,Software Engineer
21,Female,BCA,CSE,8.13,3,5,9,9,85,5,3,0,Machine Learning Engineer
19,Female,B.Tech,Civil,7.4,1,4,5,3,86,6,2,0,Data Analyst
21,Female,MCA,ME,6.99,0,3,4,6,60,7,1,2,Full Stack Developer
22,Female,MCA,IT,8.79,3,5,7,6,97,7,2,0,Backend Developer
18,Female,B.Sc,Civil,6.49,0,3,4,5,72,6,1,1,Data Analyst
21,Female,MCA,Civil,5.61,0,2,3,7,57,7,1,1,Full Stack Developer
23,Male,B.Sc,IT,5.53,0,3,6,5,43,5,2,2,Software Engineer
20,Male,BCA,Civil,8.09,2,5,8,5,79,5,2,0,Software Engineer
20,Male,B.Sc,CSE,6.84,1,3,5,5,84,8,2,1,Software Engineer
18,Male,B.Sc,CSE,6.13,0,4,7,7,56,7,2,1,Backend Developer
23,Female,MCA,CSE,6.65,1,4,8,6,75,5,2,0,Backend Developer
19,Male,MCA,IT,6.6,1,4,7,5,67,7,2,2,Backend Developer
18,Female,B.Tech,ECE,8.18,0,4,5,4,66,7,2,0,Backend Developer
19,Male,BCA,Civil,6.08,0,4,7,8,53,4,2,1,Full Stack Developer
21,Male,MCA,Civil,7.13,0,3,3,6,68,6,1,1,Full Stack Developer
19,Male,B.Sc,ECE,6.15,0,3,5,7,62,6,2,1,Backend Developer
23,Female,B.Tech,IT,6.4,0,4,7,5,74,7,2,3,Backend Developer
18,Female,BCA,IT,7.6,1,5,8,3,77,5,2,2,Software Engineer
24,Male,BCA,ECE,7.29,0,4,6,7,75,5,2,1,Data Analyst
23,Male,BCA,CSE,4.5,1,3,5,6,56,4,1,3,Software Engineer
22,Male,B.Tech,ECE,6.32,1,4,6,6,58,4,2,3,Backend Developer
21,Female,MCA,CSE,8.02,1,5,9,3,67,2,3,0,Machine Learning Engineer
21,Male,B.Sc,ME,7.98,1,4,7,5,85,6,2,0,Software Engineer
19,Male,B.Sc,IT,7.52,1,4,5,3,72,5,2,2,Software Engineer
18,Male,BCA,IT,7.8,1,5,8,6,92,4,3,0,Backend Developer
21,Female,BCA,ECE,6.79,2,4,6,6,77,4,2,1,Software Engineer
22,Male,MCA,CSE,6.96,0,4,7,4,77,5,2,0,Software Engineer
19,Female,MCA,CSE,6.9,0,3,5,3,66,5,2,2,Software Engineer
20,Male,B.Tech,IT,5.43,0,2,2,6,59,5,1,2,Software Engineer
18,Female,B.Tech,CSE,5.81,0,3,5,6,62,7,2,1,Software Engineer
21,Female,B.Sc,Civil,8.28,0,4,5,3,84,4,2,0,Data Analyst
24,Female,MCA,ME,7.16,1,3,4,6,56,6,1,0,Full Stack Developer
19,Male,MCA,Civil,6.95,1,2,2,4,53,4,1,0,Full Stack Developer
21,Female,B.Tech,ME,6.47,0,3,3,8,81,5,1,1,Data Analyst
18,Male,B.Sc,ME,5.99,0,3,4,5,54,7,1,2,Data Analyst
20,Male,B.Tech,IT,6.64,0,5,9,6,89,8,3,0,Backend Developer
18,Female,B.Tech,ME,5.54,2,4,7,5,68,6,2,1,Data Analyst
19,Male,MCA,CSE,8.37,3,6,10,3,63,7,3,0,Machine Learning Engineer
21,Male,MCA,Civil,5.22,0,2,1,7,47,5,0,2,Full Stack Developer
20,Male,BCA,ECE,7.64,1,5,8,6,97,4,3,0,Backend Developer
21,Male,BCA,ME,8.05,2,5,8,8,74,5,2,0,Frontend Developer
20,Male,B.Sc,IT,7.16,1,4,6,7,82,6,2,2,Frontend Developer
21,Female,B.Tech,Civil,6.16,0,2,2,5,53,3,1,2,Data Analyst
23,Female,B.Tech,ME,7.89,0,4,6,7,87,6,2,0,Data Analyst
22,Male,B.Sc,CSE,5.96,1,3,5,5,61,5,2,2,Software Engineer
23,Male,B.Sc,IT,7.69,1,5,10,6,70,5,3,0,Backend Developer
18,Male,MCA,Civil,6.23,0,3,5,5,63,6,2,3,Full Stack Developer
23,Female,B.Sc,Civil,8.24,0,4,4,5,95,6,2,0,Data Analyst
18,Male,BCA,ME,6.89,1,2,2,6,68,4,1,0,Full Stack Developer
24,Male,B.Sc,CSE,6.36,2,4,7,5,80,7,2,2,Backend Developer
24,Male,MCA,Civil,4.94,0,2,3,8,66,5,1,2,Full Stack Developer
23,Female,BCA,CSE,7.01,0,4,6,6,81,6,2,0,Software Engineer
21,Female,MCA,IT,6.11,0,3,4,5,60,6,1,1,Software Engineer
22,Female,MCA,IT,6.7,2,4,7,7,66,4,2,0,Backend Developer
19,Female,B.Tech,ME,7.27,1,3,4,6,92,7,2,0,Data Analyst
21,Female,MCA,IT,6.31,0,4,8,6,63,5,2,3,Backend Developer
24,Female,B.Sc,ME,6.89,1,4,7,6,70,5,2,0,Software Engineer
22,Female,MCA,ME,6.46,1,4,6,6,67,6,2,2,Full Stack Developer
22,Male,MCA,CSE,8.81,1,5,8,8,94,6,3,0,Machine Learning Engineer
21,Male,MCA,IT,5.76,1,3,6,4,68,5,2,2,Software Engineer
22,Male,B.Sc,ECE,6.28,0,2,1,8,55,5,0,2,Backend Developer
19,Male,B.Tech,IT,6.77,2,3,5,8,68,5,2,0,Frontend Developer
20,Male,BCA,ME,6.84,0,3,4,7,70,5,1,0,Full Stack Developer
19,Male,BCA,CSE,7.96,1,5,8,5,77,5,2,1,Backend Developer
22,Female,B.Sc,ECE,6.11,0,3,5,5,62,7,2,3,Backend Developer
21,Female,B.Tech,CSE,6.28,0,4,6,6,54,4,2,1,Software Engineer
20,Female,BCA,ME,8.16,3,5,8,4,66,5,2,0,Software Engineer
19,Male,B.Tech,Civil,7.44,0,4,5,5,77,6,2,0,Data Analyst
19,Male,MCA,ME,7.45,1,3,3,7,84,6,1,0,Data Analyst
19,Male,MCA,CSE,6.81,1,4,7,5,76,6,2,2,Backend Developer
21,Male,B.Sc,ECE,6.48,0,3,4,4,61,7,1,2,Backend Developer
19,Male,MCA,IT,7.08,1,4,7,5,65,5,2,1,Backend Developer
18,Male,B.Sc,CSE,7.0,1,5,10,5,66,5,3,1,Backend Developer
18,Male,B.Tech,CSE,6.02,0,4,6,7,73,5,2,2,Software Engineer
19,Female,BCA,ME,7.03,0,4,6,5,65,6,2,2,Software Engineer
21,Female,B.Tech,IT,6.43,0,4,8,6,43,7,2,3,Backend Developer
23,Male,BCA,Civil,8.11,0,3,2,4,67,6,1,0,Full Stack Developer
21,Female,MCA,IT,7.2,1,4,7,6,72,5,2,0,Backend Developer
18,Male,MCA,IT,5.26,0,3,5,4,52,5,1,2,Software Engineer
20,Female,BCA,ECE,6.12,0,3,4,6,65,6,1,3,Backend Developer
24,Female,MCA,Civil,7.67,1,3,4,6,88,7,2,0,Full Stack Developer
24,Male,MCA,Civil,6.04,0,2,1,7,75,6,1,1,Full Stack Developer
21,Female,BCA,IT,7.01,0,4,5,2,88,6,2,2,Software Engineer
19,Male,MCA,ECE,5.1,0,2,3,5,35,5,1,1,Backend Developer
21,Female,MCA,ECE,7.22,0,4,6,6,73,8,2,0,Software Engineer
20,Female,B.Sc,ECE,8.08,1,4,5,7,85,3,2,0,Frontend Developer
22,Male,B.Tech,ME,8.46,3,6,10,5,68,5,3,0,Software Engineer
22,Female,B.Sc,ME,5.35,0,2,2,8,60,8,1,2,Data Analyst
20,Male,B.Tech,ECE,7.05,1,3,4,6,69,6,1,0,Backend Developer
20,Male,B.Tech,ME,7.62,0,3,4,4,60,7,1,0,Data Analyst
21,Female,MCA,Civil,8.32,1,5,9,8,78,8,3,0,Frontend Developer
23,Male,B.Tech,Civil,8.25,1,4,6,4,100,7,2,1,Software Engineer
23,Male,MCA,CSE,6.97,0,4,6,8,62,7,2,0,Software Engineer
18,Female,B.Tech,Civil,7.37,2,4,5,8,72,6,2,0,Frontend Developer
21,Male,MCA,Civil,6.43,0,3,3,5,53,4,1,2,Full Stack Developer
24,Male,B.Sc,ME,7.54,1,4,7,8,75,6,2,0,Frontend Developer
24,Female,MCA,CSE,7.43,3,4,7,4,80,6,2,0,Software Engineer
19,Female,MCA,CSE,8.21,1,4,5,5,81,5,2,0,Software Engineer
18,Male,B.Sc,ECE,7.21,1,5,9,6,80,5,3,0,Backend Developer
22,Female,B.Tech,CSE,6.58,0,4,7,2,63,7,2,0,Software Engineer
18,Female,B.Tech,IT,9.33,3,5,8,6,99,4,3,1,Machine Learning Engineer
24,Male,MCA,CSE,7.76,2,5,8,7,74,7,2,0,Full Stack Developer
23,Male,MCA,CSE,7.39,3,5,8,4,65,7,2,0,Software Engineer
20,Female,BCA,Civil,8.64,1,4,5,5,100,7,2,0,Full Stack Developer
18,Male,MCA,CSE,6.66,1,3,5,5,61,6,2,0,Software Engineer
23,Male,B.Sc,Civil,6.35,0,3,4,5,58,7,1,3,Data Analyst
18,Female,BCA,ECE,8.02,0,4,5,4,90,5,2,1,Backend Developer
22,Male,B.Sc,Civil,7.81,0,3,3,3,65,8,1,0,Data Analyst
18,Female,B.Tech,CSE,7.94,3,4,7,7,82,5,2,1,Backend Developer
20,Male,MCA,Civil,6.22,0,2,1,4,77,7,1,3,Full Stack Developer
23,Male,B.Tech,CSE,7.45,2,5,8,6,70,5,2,0,Backend Developer
21,Female,B.Sc,ME,7.55,1,4,5,6,65,4,2,0,Data Analyst
20,Male,B.Sc,IT,7.25,1,4,7,4,71,3,2,1,Software Engineer
19,Male,MCA,CSE,6.27,0,3,5,5,53,4,1,1,Software Engineer
21,Female,MCA,ME,7.47,0,4,6,5,71,7,2,0,Software Engineer
21,Female,B.Tech,IT,7.51,1,4,6,5,73,5,2,0,Software Engineer
18,Male,B.Tech,IT,7.74,3,4,7,5,81,5,2,0,Backend Developer
20,Female,MCA,ME,5.51,0,3,6,6,67,6,2,2,Full Stack Developer
19,Female,BCA,CSE,8.52,2,5,9,7,90,5,3,0,Machine Learning Engineer
24,Male,B.Tech,ECE,5.69,0,2,2,6,64,6,1,1,Backend Developer
18,Female,BCA,Civil,7.51,0,3,4,5,67,6,1,0,Full Stack Developer
23,Male,MCA,ME,6.98,0,3,5,4,64,5,2,1,Full Stack Developer
24,Male,BCA,ECE,8.09,0,4,6,5,77,5,2,0,Software Engineer
22,Female,B.Tech,ME,8.55,1,5,8,4,87,8,3,0,Software Engineer
24,Male,MCA,ME,7.34,1,4,6,7,89,6,2,2,Frontend Developer
18,Male,MCA,ME,7.22,0,3,2,5,66,5,1,0,Full Stack Developer
21,Female,B.Sc,ECE,6.09,0,4,6,3,53,7,2,1,Backend Developer
23,Female,B.Sc,Civil,8.31,3,5,7,6,87,6,2,0,Software Engineer
19,Male,B.Sc,IT,8.25,2,5,9,5,81,6,3,0,Backend Developer
22,Male,BCA,ECE,6.11,2,3,5,5,56,5,1,1,Backend Developer
20,Male,BCA,Civil,6.8,1,4,6,5,85,5,2,0,Software Engineer
19,Male,B.Tech,CSE,8.19,2,5,9,5,88,6,3,0,Machine Learning Engineer
20,Male,MCA,ECE,7.5,0,3,4,6,58,5,1,0,Backend Developer
23,Male,MCA,IT,6.22,1,4,6,6,62,7,2,3,Software Engineer
22,Female,BCA,IT,7.32,0,3,4,6,70,8,1,0,Software Engineer
21,Female,B.Sc,ECE,7.76,2,5,8,8,70,5,2,1,Backend Developer
21,Male,B.Sc,CSE,5.7,0,4,7,6,50,3,2,2,Backend Developer
24,Male,B.Tech,ME,7.51,2,4,6,9,81,5,2,0,Frontend Developer
20,Female,B.Tech,CSE,7.47,2,5,10,7,67,5,3,1,Full Stack Developer
19,Male,BCA,CSE,5.74,0,4,9,8,70,3,3,1,Full Stack Developer
18,Male,BCA,Civil,6.06,0,4,7,4,75,6,2,2,Full Stack Developer
24,Male,B.Tech,CSE,6.78,0,4,7,8,75,7,2,1,Backend Developer
19,Male,B.Sc,CSE,8.08,2,5,8,5,77,6,2,0,Backend Developer
23,Male,BCA,CSE,7.64,1,5,8,4,78,5,2,1,Software Engineer
21,Male,MCA,CSE,6.25,0,4,6,8,68,5,2,2,Software Engineer
18,Male,B.Sc,IT,7.75,2,5,8,7,87,5,3,0,Full Stack Developer
22,Female,BCA,ECE,9.62,1,5,6,4,100,4,2,1,Software Engineer
24,Male,BCA,CSE,7.46,1,4,7,5,71,5,2,2,Backend Developer
21,Female,MCA,Civil,7.36,0,3,4,6,75,4,1,0,Full Stack Developer
23,Female,BCA,ME,6.43,0,4,7,3,66,7,2,1,Full Stack Developer
23,Male,BCA,Civil,6.02,0,3,5,8,68,5,2,1,Full Stack Developer
20,Female,BCA,ME,8.43,0,4,6,5,69,5,2,0,Software Engineer
23,Male,MCA,CSE,5.25,1,3,6,7,61,4,2,1,Frontend Developer
23,Female,B.Sc,CSE,6.02,0,3,4,5,46,5,1,3,Software Engineer
18,Male,B.Sc,IT,6.33,1,5,9,5,81,6,3,1,Backend Developer
21,Male,BCA,IT,8.16,2,5,7,6,83,6,2,0,Backend Developer
20,Male,BCA,ECE,7.82,0,3,4,5,83,4,2,0,Backend Developer
22,Female,B.Tech,CSE,5.33,2,3,5,5,47,4,1,3,Software Engineer
24,Female,MCA,ECE,6.72,0,4,8,7,83,6,3,1,Backend Developer
19,Male,MCA,CSE,7.82,1,5,8,8,67,5,2,0,Full Stack Developer
21,Female,B.Sc,CSE,7.46,1,4,7,6,53,3,2,2,Backend Developer
24,Female,MCA,ECE,8.02,1,5,9,5,74,5,3,0,Machine Learning Engineer
19,Female,B.Sc,Civil,7.07,0,3,3,6,85,6,1,1,Data Analyst
20,Female,B.Sc,Civil,8.43,2,4,6,6,80,5,2,0,Software Engineer
23,Male,MCA,IT,7.8,1,5,8,4,58,6,2,0,Software Engineer
21,Female,B.Sc,ME,5.57,0,3,5,5,67,4,2,2,Data Analyst
22,Female,BCA,Civil,7.3,0,3,2,3,56,4,1,1,Full Stack Developer
21,Female,B.Sc,CSE,8.32,1,5,8,6,90,5,3,0,Backend Developer
24,Male,B.Tech,IT,6.77,1,4,6,7,60,4,2,0,Frontend Developer
20,Female,BCA,CSE,7.42,2,5,8,5,89,7,3,1,Backend Developer
22,Female,BCA,ECE,8.67,0,4,6,6,84,5,2,0,Software Engineer
18,Female,BCA,ME,6.47,1,4,6,6,62,3,2,3,Full Stack Developer
19,Female,BCA,CSE,9.62,2,5,8,5,100,6,3,0,Machine Learning Engineer
18,Male,BCA,CSE,7.78,2,5,8,6,53,5,2,1,Backend Developer
20,Female,MCA,ME,7.11,2,4,5,5,72,3,2,2,Full Stack Developer
21,Female,BCA,ECE,8.56,1,4,5,4,97,5,2,1,Backend Developer
18,Male,MCA,Civil,7.44,1,3,4,7,67,7,1,2,Full Stack Developer
23,Male,B.Sc,Civil,7.14,2,4,5,5,64,7,2,1,Data Analyst
22,Female,B.Sc,ECE,5.45,0,2,3,6,46,3,1,1,Backend Developer
21,Female,B.Tech,ECE,7.13,0,3,2,6,76,5,1,0,Backend Developer
18,Female,B.Sc,ECE,8.09,1,4,5,5,77,7,2,0,Backend Developer
23,Male,BCA,CSE,8.07,3,6,10,7,79,6,3,0,Machine Learning Engineer
24,Male,B.Sc,Civil,6.99,0,3,5,5,63,8,2,2,Data Analyst
24,Male,B.Tech,CSE,7.38,2,4,7,8,76,6,2,1,Backend Developer
18,Male,B.Tech,CSE,7.45,0,4,6,2,72,7,2,1,Software Engineer
23,Female,MCA,ECE,6.76,2,4,6,4,55,8,2,0,Software Engineer
24,Female,B.Sc,CSE,4.93,0,2,4,7,35,7,1,1,Software Engineer
20,Male,MCA,IT,6.88,2,5,9,4,73,4,3,2,Software Engineer
23,Male,BCA,ME,6.25,1,4,6,8,63,4,2,3,Frontend Developer
18,Male,MCA,IT,5.14,0,3,5,7,58,7,1,1,Software Engineer
18,Female,B.Sc,IT,9.54,1,6,10,4,100,4,3,0,Software Engineer
22,Female,BCA,ME,6.25,0,2,2,7,56,5,1,2,Full Stack Developer
20,Female,BCA,IT,5.44,0,3,5,5,48,5,1,3,Software Engineer
19,Male,B.Sc,IT,5.7,1,3,6,8,36,7,1,2,Frontend Developer
23,Female,B.Tech,Civil,7.3,3,5,8,8,93,5,3,0,Frontend Developer
22,Male,MCA,ME,6.49,0,4,6,7,62,4,2,1,Full Stack Developer
24,Male,B.Sc,IT,8.39,2,5,8,7,72,7,2,0,Full Stack Developer
23,Female,B.Tech,ECE,7.82,3,4,7,7,73,6,2,0,Backend Developer
21,Female,MCA,CSE,8.85,1,5,8,4,85,6,3,1,Machine Learning Engineer
19,Male,B.Sc,CSE,6.52,1,4,6,3,56,5,2,0,Software Engineer
21,Male,MCA,Civil,5.67,0,2,3,4,49,8,1,2,Full Stack Developer
22,Female,B.Sc,Civil,8.61,3,5,7,3,98,6,2,1,Software Engineer
20,Female,MCA,ME,6.86,0,3,3,4,71,7,1,0,Full Stack Developer
23,Male,B.Tech,ME,9.54,2,5,7,4,100,7,3,1,Software Engineer
24,Male,B.Tech,Civil,6.51,1,3,5,8,62,5,2,1,Frontend Developer
22,Female,MCA,ME,6.53,0,3,3,5,71,4,1,2,Full Stack Developer
18,Male,B.Sc,IT,7.42,1,4,6,4,83,6,2,0,Software Engineer
18,Male,MCA,Civil,5.63,1,3,6,7,48,8,2,1,Frontend Developer
24,Male,B.Tech,Civil,6.01,0,4,6,7,58,4,2,3,Data Analyst
24,Male,B.Sc,ECE,7.48,0,4,5,5,75,5,2,0,Backend Developer
23,Female,B.Sc,ECE,7.03,2,4,7,4,68,5,2,1,Software Engineer
22,Male,B.Tech,IT,5.2,1,3,6,6,50,7,2,1,Software Engineer
22,Female,B.Sc,Civil,7.7,0,4,6,7,81,5,2,0,Data Analyst
21,Female,MCA,ECE,5.64,0,3,4,5,47,7,1,1,Backend Developer
18,Male,BCA,ME,7.71,0,4,5,7,82,8,2,1,Data Analyst
19,Female,BCA,IT,8.23,1,5,8,7,81,6,3,0,Machine Learning Engineer
20,Female,B.Sc,CSE,5.6,2,3,5,8,63,6,2,2,Frontend Developer
24,Male,B.Sc,CSE,7.04,1,4,7,4,69,5,2,1,Software Engineer
20,Male,MCA,IT,5.93,2,4,8,6,64,9,2,1,Backend Developer
20,Male,MCA,ME,7.23,0,4,6,6,60,6,2,1,Software Engineer
24,Male,BCA,CSE,6.35,1,5,9,6,59,5,2,3,Backend Developer
19,Male,BCA,IT,7.27,0,3,4,8,74,6,1,0,Software Engineer
19,Male,B.Tech,Civil,7.52,1,4,5,6,86,7,2,1,Data Analyst
19,Female,BCA,IT,6.42,2,4,6,3,57,5,2,1,Software Engineer
18,Female,B.Sc,ECE,6.13,1,4,7,7,55,5,2,1,Backend Developer
23,Female,BCA,CSE,8.0,2,5,8,3,76,5,2,0,Machine Learning Engineer
21,Female,BCA,ME,8.61,1,4,5,7,55,7,1,0,Frontend Developer
20,Male,B.Tech,Civil,6.36,0,2,2,7,52,6,1,3,Data Analyst
20,Male,B.Tech,ME,6.21,1,4,8,4,61,5,2,2,Data Analyst
21,Male,MCA,ME,6.18,0,3,5,5,73,5,2,2,Full Stack Developer
20,Male,B.Tech,ECE,7.41,2,4,6,4,64,5,2,2,Software Engineer
20,Female,B.Tech,ECE,6.35,0,3,5,4,75,5,2,3,Backend Developer
24,Male,B.Sc,Civil,5.22,0,2,2,5,40,5,1,3,Data Analyst
20,Male,BCA,ECE,6.46,1,4,6,7,67,4,2,2,Frontend Developer
20,Male,BCA,IT,8.83,3,5,8,6,87,6,3,0,Machine Learning Engineer
22,Male,MCA,Civil,6.42,0,4,6,6,65,6,2,2,Full Stack Developer
19,Female,BCA,ME,8.98,2,5,7,5,87,4,2,0,Software Engineer
23,Male,B.Tech,ME,7.97,2,4,5,5,64,5,2,2,Data Analyst
18,Female,B.Sc,CSE,7.27,1,4,6,6,82,6,2,0,Software Engineer
24,Male,BCA,ECE,7.24,0,3,4,5,58,4,1,0,Backend Developer
18,Female,MCA,ME,6.95,1,4,6,5,76,7,2,1,Software Engineer
24,Male,BCA,ME,7.48,0,4,6,1,58,4,2,0,Software Engineer
19,Male,BCA,Civil,8.4,0,4,6,2,77,4,2,0,Software Engineer
21,Female,B.Tech,Civil,7.98,0,4,5,6,77,4,2,2,Data Analyst
23,Female,B.Tech,CSE,6.18,0,4,7,5,56,6,2,3,Backend Developer
18,Male,B.Tech,ME,8.29,2,5,7,3,89,6,2,1,Software Engineer
21,Female,B.Tech,ECE,8.07,1,4,6,7,68,5,2,0,Frontend Developer
23,Male,BCA,IT,5.52,0,3,6,7,83,5,2,2,Software Engineer
22,Female,BCA,IT,5.92,0,3,4,5,44,4,1,3,Software Engineer
19,Female,MCA,Civil,7.94,1,5,8,6,76,7,2,0,Software Engineer
22,Female,BCA,ME,7.78,0,4,6,4,80,5,2,2,Software Engineer
20,Female,BCA,ME,6.32,0,3,4,6,76,6,1,1,Full Stack Developer
18,Male,B.Sc,CSE,8.38,2,6,10,7,84,6,3,1,Full Stack Developer
21,Male,B.Sc,Civil,7.24,1,4,6,5,76,4,2,1,Software Engineer
23,Female,B.Tech,Civil,6.97,0,3,3,4,69,7,1,0,Data Analyst
19,Male,BCA,ECE,6.07,0,2,1,7,54,7,0,1,Backend Developer
21,Male,MCA,ECE,8.43,2,5,7,3,70,4,2,0,Software Engineer
20,Male,MCA,Civil,5.44,0,2,2,6,50,6,1,3,Full Stack Developer
22,Male,B.Sc,Civil,5.92,0,2,2,6,60,6,1,2,Data Analyst
19,Male,B.Sc,ME,6.03,0,3,5,5,43,5,1,3,Data Analyst
24,Male,MCA,IT,7.51,3,5,8,6,78,5,2,0,Backend Developer
20,Male,BCA,IT,7.27,1,4,6,5,80,6,2,0,Software Engineer
23,Male,B.Sc,CSE,7.04,2,5,9,6,54,6,2,2,Backend Developer
20,Female,BCA,ECE,6.56,1,3,5,4,62,4,2,2,Backend Developer
18,Male,B.Tech,CSE,6.48,0,4,8,6,54,6,2,2,Backend Developer
20,Male,BCA,ECE,6.5,0,3,5,7,61,4,2,1,Backend Developer
19,Male,B.Sc,CSE,6.93,0,4,6,8,75,7,2,1,Software Engineer
23,Female,B.Tech,ECE,6.95,1,5,9,6,61,4,3,1,Backend Developer
23,Male,B.Sc,ECE,7.98,1,4,5,3,65,5,2,1,Backend Developer
24,Male,MCA,Civil,6.11,0,3,4,7,46,9,1,2,Full Stack Developer
18,Male,MCA,ECE,5.66,1,3,6,6,52,5,2,1,Backend Developer
23,Male,MCA,ME,7.16,1,4,6,4,60,4,2,0,Software Engineer
23,Female,BCA,IT,5.13,1,3,4,6,61,5,1,3,Software Engineer
21,Female,B.Sc,Civil,6.65,0,3,5,3,53,6,1,1,Data Analyst
24,Male,MCA,CSE,5.53,2,4,7,8,50,5,2,3,Backend Developer
24,Female,BCA,CSE,7.44,1,4,6,4,75,6,2,1,Software Engineer
18,Male,B.Tech,ME,4.5,0,2,4,6,68,5,1,1,Data Analyst
22,Female,B.Tech,IT,6.11,0,4,7,5,49,5,2,1,Backend Developer
18,Male,B.Sc,ME,7.81,0,4,6,6,80,6,2,1,Software Engineer
19,Male,B.Tech,ME,6.54,0,3,4,7,54,6,1,0,Data Analyst
20,Male,MCA,ECE,6.94,1,3,4,3,67,3,1,1,Backend Developer
20,Female,B.Tech,ECE,8.3,2,5,8,4,80,6,3,0,Machine Learning Engineer
23,Female,BCA,ECE,6.2,0,4,7,4,71,6,2,1,Backend Developer
19,Female,B.Sc,ME,8.38,2,5,7,5,86,7,2,0,Software Engineer
19,Male,B.Tech,ECE,6.22,0,3,3,1,42,8,1,1,Backend Developer
22,Male,B.Tech,IT,5.57,0,4,7,5,57,6,2,3,Backend Developer
19,Female,MCA,Civil,7.52,1,5,8,6,74,5,2,1,Software Engineer
24,Female,MCA,CSE,6.98,0,4,7,5,82,4,2,0,Backend Developer
23,Male,BCA,CSE,6.28,0,3,3,3,78,4,1,1,Software Engineer
23,Female,B.Tech,Civil,6.84,2,4,6,3,68,5,2,0,Software Engineer
19,Male,MCA,Civil,7.67,0,4,5,6,66,7,2,0,Full Stack Developer
18,Female,BCA,Civil,5.86,0,3,5,7,65,6,2,3,Full Stack Developer
22,Female,MCA,ECE,6.42,0,3,3,4,58,3,1,1,Backend Developer
21,Female,B.Tech,Civil,7.62,2,4,6,7,95,6,2,0,Frontend Developer
23,Male,B.Tech,Civil,8.01,0,4,4,4,75,7,1,1,Data Analyst
18,Female,B.Sc,IT,6.26,1,4,7,4,58,5,2,2,Software Engineer
24,Female,B.Sc,IT,7.59,3,4,7,3,80,4,2,0,Software Engineer
22,Female,B.Tech,Civil,7.97,2,4,5,7,79,6,2,0,Frontend Developer
20,Female,B.Sc,Civil,7.08,1,3,4,5,88,5,2,0,Data Analyst
20,Male,BCA,IT,4.5,1,2,2,4,58,5,1,1,Software Engineer
22,Male,B.Sc,ME,7.94,0,4,5,6,88,5,2,0,Data Analyst
19,Male,MCA,Civil,6.61,1,3,4,6,56,5,1,2,Full Stack Developer
20,Male,BCA,ME,7.63,0,4,6,5,73,6,2,0,Software Engineer
22,Male,B.Sc,Civil,6.0,0,3,3,6,66,4,1,1,Data Analyst
18,Male,MCA,CSE,6.8,2,4,6,7,65,5,2,0,Frontend Developer
20,Female,MCA,IT,7.17,1,5,8,5,79,5,2,0,Backend Developer
18,Female,BCA,ECE,7.99,2,4,5,6,60,7,2,1,Backend Developer
19,Male,BCA,ME,6.84,0,3,4,9,57,5,1,0,Full Stack Developer
22,Female,BCA,Civil,7.46,1,3,3,8,63,6,1,1,Full Stack Developer
18,Female,B.Tech,CSE,6.1,0,3,4,5,43,6,1,2,Software Engineer
22,Male,BCA,ME,4.99,1,1,1,6,55,7,0,1,Full Stack Developer
20,Male,B.Tech,Civil,6.27,0,3,4,5,74,6,1,3,Data Analyst
19,Male,B.Sc,IT,8.49,1,5,7,5,63,5,2,1,Backend Developer
19,Female,BCA,IT,7.17,1,5,8,7,73,7,2,1,Full Stack Developer
22,Female,B.Tech,CSE,8.52,1,5,7,6,63,6,2,0,Backend Developer
22,Male,B.Tech,Civil,5.86,0,2,3,4,49,7,1,1,Data Analyst
18,Female,MCA,ME,6.15,0,3,4,5,52,4,1,3,Full Stack Developer
19,Male,MCA,CSE,8.46,1,5,8,6,79,4,2,0,Machine Learning Engineer
18,Female,B.Tech,ME,5.63,0,3,4,7,62,4,1,1,Data Analyst
20,Male,B.Sc,ME,4.86,0,2,3,9,49,4,1,1,Data Analyst
20,Male,BCA,ME,7.35,0,4,5,4,64,6,2,2,Full Stack Developer
20,Male,BCA,CSE,8.72,2,5,9,3,77,6,3,0,Machine Learning Engineer
22,Male,BCA,ME,9.4,1,5,7,6,100,4,3,1,Software Engineer
20,Male,B.Sc,ECE,6.76,1,2,2,5,56,7,1,2,Backend Developer
19,Female,B.Tech,ME,6.77,1,2,1,3,63,6,1,0,Data Analyst
22,Female,B.Tech,CSE,7.16,1,4,6,6,69,5,2,2,Software Engineer
20,Female,MCA,Civil,6.44,0,3,3,7,58,3,1,2,Full Stack Developer
23,Male,B.Tech,CSE,6.08,0,3,4,7,99,3,2,1,Software Engineer
21,Male,B.Sc,ME,6.72,1,3,4,5,71,5,1,0,Data Analyst
